Date,Open,High,Low,Close,Adj Close,Volume
2012/1/2,75.0,75.400002,69.800003,69.800003,50.005947,26261000.0
2012/1/3,75.5,75.900002,70.5,70.5,50.507439,56936000.0
2012/1/4,76.099998,76.099998,70.5,70.5,50.507439,56684000.0
2012/1/5,76.0,76.0,75.300003,76.0,54.447739,56718000.0
2012/1/6,75.900002,75.900002,74.900002,75.599998,54.161175,29866000.0
2012/1/9,75.199997,75.599998,74.599998,75.599998,54.161175,27627000.0
2012/1/10,76.0,76.5,75.800003,76.5,54.80595,56436000.0
2012/1/11,76.800003,77.0,76.099998,76.5,54.80595,41075000.0
2012/1/12,76.699997,77.099998,76.5,77.0,55.16415,55391000.0
2012/1/13,77.199997,78.0,77.0,77.5,55.522373,57301000.0
2012/1/16,76.099998,76.900002,74.599998,75.300003,53.946232,37659000.0
2012/1/17,75.900002,75.900002,74.900002,75.599998,54.161175,43605000.0
2012/1/18,75.900002,76.699997,75.599998,76.699997,54.949223,56756000.0
2012/1/30,78.0,79.5,77.199997,78.699997,56.382057,134364000.0
2012/1/31,78.099998,78.5,76.300003,78.5,56.238789,84114000.0
2012/2/1,77.5,77.699997,76.699997,77.0,55.16415,46150000.0
2012/2/2,77.5,77.5,76.099998,76.800003,55.02087,53946000.0
2012/2/3,76.300003,76.400002,75.599998,76.199997,54.591026,47741000.0
2012/2/6,77.300003,77.5,76.599998,77.400002,55.450714,47544000.0
2012/2/7,77.5,77.5,76.800003,77.400002,55.450714,29943000.0
2012/2/8,77.5,77.5,76.900002,77.5,55.522373,34702000.0
2012/2/9,77.0,78.0,76.5,78.0,55.880558,54953000.0
2012/2/10,78.0,78.0,76.699997,76.900002,55.092514,42117000.0
2012/2/13,76.400002,77.099998,76.199997,76.599998,54.877583,36380000.0
2012/2/14,77.099998,77.400002,76.199997,77.300003,55.379097,41995000.0
2012/2/15,77.599998,78.5,77.599998,78.5,56.238789,70978000.0
2012/2/16,78.5,78.900002,78.0,78.5,56.238789,57944000.0
2012/2/17,79.5,81.099998,79.400002,80.0,57.313408,63929000.0
2012/2/20,80.599998,80.800003,79.699997,80.0,57.313408,31043000.0
2012/2/21,80.0,80.0,79.300003,80.0,57.313408,27443000.0
2012/2/22,79.900002,80.0,79.0,79.699997,57.098484,41090000.0
2012/2/23,79.0,79.400002,77.699997,78.099998,55.952209,59936000.0
2012/2/24,77.5,79.099998,77.199997,79.099998,56.668617,39386000.0
2012/2/29,80.199997,81.099998,79.400002,81.099998,58.10146,77948000.0
2012/3/1,81.0,81.0,80.099998,80.099998,57.385036,21169000.0
2012/3/2,80.0,80.099998,79.199997,80.0,57.313408,23782000.0
2012/3/5,78.699997,79.599998,78.5,78.900002,56.525352,22782000.0
2012/3/6,79.599998,79.599998,78.300003,79.5,56.955185,27703000.0
2012/3/7,79.0,79.300003,78.699997,79.099998,56.668617,30305000.0
2012/3/8,79.800003,80.199997,79.199997,79.699997,57.098484,36169000.0
2012/3/9,79.5,80.0,78.800003,80.0,57.313408,22702000.0
2012/3/12,80.199997,80.5,79.599998,80.0,57.313408,28913000.0
2012/3/13,80.599998,81.300003,80.099998,81.300003,58.244755,47221000.0
2012/3/14,82.400002,83.199997,82.0,83.199997,59.605942,60618000.0
2012/3/15,83.199997,83.199997,82.5,83.199997,59.605942,30072000.0
2012/3/16,83.199997,83.800003,81.099998,81.099998,58.10146,29079000.0
2012/3/19,83.699997,84.199997,82.400002,83.699997,59.964153,37321000.0
2012/3/20,84.0,84.099998,82.800003,83.199997,59.605942,29232000.0
2012/3/21,84.800003,85.199997,83.800003,84.900002,60.82386,61534000.0
2012/3/22,85.0,85.699997,84.300003,85.199997,61.038776,37740000.0
2012/3/23,85.0,85.400002,84.400002,85.400002,61.182072,29341000.0
2012/3/26,85.099998,85.099998,82.5,83.599998,59.892509,58830000.0
2012/3/27,85.0,85.800003,84.300003,85.800003,61.468628,34236000.0
2012/3/28,86.5,86.5,84.599998,85.5,61.253689,28246000.0
2012/3/29,84.5,84.5,83.400002,84.099998,60.250721,49391000.0
2012/3/30,83.699997,84.900002,82.900002,84.900002,60.82386,43730000.0
2012/4/2,84.800003,85.199997,84.0,85.099998,60.967125,23624000.0
2012/4/3,85.0,85.0,83.800003,85.0,60.895485,31241000.0
2012/4/5,83.300003,84.0,83.099998,83.099998,59.534302,42645000.0
2012/4/6,84.0,84.0,83.099998,83.800003,60.035789,34072000.0
2012/4/9,82.0,83.599998,82.0,83.0,59.462654,23209000.0
2012/4/10,83.099998,83.5,81.800003,82.0,58.746235,33332000.0
2012/4/11,82.0,83.5,81.699997,82.400002,59.032825,40711000.0
2012/4/12,82.5,82.699997,81.5,82.599998,59.17609,36673000.0
2012/4/13,83.400002,85.0,82.699997,84.900002,60.82386,44685000.0
2012/4/16,84.599998,85.0,83.800003,84.900002,60.82386,19461000.0
2012/4/17,84.900002,84.900002,83.400002,83.800003,60.035789,29423000.0
2012/4/18,85.0,85.0,84.400002,85.0,60.895485,32325000.0
2012/4/19,84.5,85.800003,84.300003,85.800003,61.468628,31398000.0
2012/4/20,85.0,85.699997,84.099998,84.300003,60.394005,27633000.0
2012/4/23,84.199997,84.599998,83.400002,84.300003,60.394005,20301000.0
2012/4/24,83.800003,84.599998,83.599998,84.599998,60.608929,24868000.0
2012/4/25,84.900002,84.900002,83.900002,84.199997,60.322357,31076000.0
2012/4/26,84.199997,84.199997,83.5,84.0,60.179073,21008000.0
2012/4/27,87.0,89.800003,86.0,86.0,61.611904,116673000.0
2012/4/30,86.300003,87.400002,85.699997,86.800003,62.185043,47549000.0
2012/5/2,87.0,88.900002,86.800003,88.400002,63.33131,47424000.0
2012/5/3,88.400002,89.0,87.900002,88.900002,63.689522,27641000.0
2012/5/4,86.699997,88.0,86.699997,87.599998,62.758167,37633000.0
2012/5/7,86.5,86.5,85.0,85.599998,61.325344,46464000.0
2012/5/8,86.0,86.0,84.400002,84.400002,60.465656,45605000.0
2012/5/9,83.900002,85.199997,83.5,84.599998,60.608929,40753000.0
2012/5/10,85.0,85.699997,84.300003,85.300003,61.110424,28381000.0
2012/5/11,85.699997,85.699997,84.5,85.5,61.253689,33565000.0
2012/5/14,84.800003,85.5,84.800003,85.400002,61.182072,13924000.0
2012/5/15,85.400002,85.699997,84.099998,85.5,61.253689,30654000.0
2012/5/16,84.199997,84.5,83.400002,83.400002,59.749233,64877000.0
2012/5/17,84.800003,85.099998,84.099998,85.099998,60.967125,33612000.0
2012/5/18,83.900002,83.900002,81.800003,81.800003,58.602943,57538000.0
2012/5/21,81.0,82.800003,81.0,82.5,59.104446,32372000.0
2012/5/22,82.699997,82.900002,82.199997,82.199997,58.889523,33935000.0
2012/5/23,81.0,81.199997,79.0,79.099998,56.668617,62853000.0
2012/5/24,78.900002,80.599998,78.099998,80.599998,57.743267,40831000.0
2012/5/25,79.800003,80.5,79.199997,80.0,57.313408,28205000.0
2012/5/28,80.0,81.699997,79.800003,81.599998,58.459682,28830000.0
2012/5/29,82.5,83.199997,82.0,82.300003,58.961174,40599000.0
2012/5/30,81.599998,82.0,80.300003,81.699997,58.531311,75216000.0
2012/5/31,80.5,85.099998,79.699997,85.099998,60.967125,81199000.0
2012/6/1,81.699997,81.699997,79.900002,79.900002,57.241745,66832000.0
2012/6/4,76.5,77.099998,76.099998,76.5,54.80595,65908000.0
2012/6/5,77.5,78.199997,77.199997,78.199997,56.023869,37461000.0
2012/6/6,78.199997,78.599998,77.5,77.800003,55.737293,33650000.0
2012/6/7,79.400002,79.800003,78.599998,79.800003,57.170116,47636000.0
2012/6/8,77.0,78.699997,77.0,77.900002,55.808926,34628000.0
2012/6/11,79.900002,80.5,79.599998,80.400002,57.599976,36966000.0
2012/6/12,78.5,79.800003,78.5,79.400002,56.883545,38319000.0
2012/6/13,80.800003,80.800003,79.5,80.0,57.313408,32241000.0
2012/6/14,80.0,80.199997,79.099998,79.199997,56.740265,30382000.0
2012/6/15,79.199997,79.5,78.099998,78.099998,55.952209,83325000.0
2012/6/18,80.0,81.0,80.0,80.800003,57.886536,33626000.0
2012/6/19,80.900002,80.900002,80.0,80.5,57.6716,28864000.0
2012/6/20,81.300003,81.599998,80.5,81.599998,58.459682,28945000.0
2012/6/21,80.5,81.0,80.300003,80.599998,57.743267,27004000.0
2012/6/22,80.0,81.0,79.900002,80.099998,57.385036,30162000.0
2012/6/25,80.800003,80.800003,79.099998,79.599998,57.026829,39476000.0
2012/6/26,79.0,79.099998,78.300003,78.699997,56.382057,36877000.0
2012/6/27,78.300003,79.5,78.199997,79.300003,56.81192,31889000.0
2012/6/28,80.0,80.300003,79.5,79.900002,57.241745,33067000.0
2012/6/29,79.599998,81.300003,79.300003,81.300003,58.244755,47813000.0
2012/7/2,81.5,83.699997,81.5,83.300003,59.677586,61179000.0
2012/7/3,83.599998,84.900002,83.400002,84.199997,60.322357,59905000.0
2012/7/4,82.099998,82.099998,81.199997,81.199997,60.321964,38922000.0
2012/7/5,82.0,82.0,80.699997,81.0,60.173405,26863000.0
2012/7/6,81.0,81.0,80.099998,80.900002,60.09911,38090000.0
2012/7/9,79.900002,80.300003,79.599998,80.0,59.430519,45026000.0
2012/7/10,79.400002,79.900002,78.599998,79.099998,58.761917,33429000.0
2012/7/11,78.099998,78.300003,77.400002,78.099998,58.019051,58592000.0
2012/7/12,77.5,77.5,75.699997,75.699997,56.23613,68200000.0
2012/7/13,74.900002,76.0,74.5,75.800003,56.310429,51423000.0
2012/7/16,76.300003,76.300003,75.5,75.5,56.087559,35444000.0
2012/7/17,74.5,75.199997,74.5,74.800003,55.567528,51636000.0
2012/7/18,75.0,75.300003,74.800003,74.800003,55.567528,37193000.0
2012/7/19,76.800003,78.0,76.800003,77.5,57.573307,61961000.0
2012/7/20,76.400002,77.0,76.199997,76.699997,56.979012,48352000.0
2012/7/23,75.099998,75.099998,73.800003,74.300003,55.196095,57404000.0
2012/7/24,74.300003,74.800003,74.199997,74.800003,55.567528,39904000.0
2012/7/25,75.0,75.199997,74.400002,74.599998,55.418964,52097000.0
2012/7/26,75.699997,76.699997,75.199997,76.300003,56.681866,46806000.0
2012/7/27,77.900002,79.400002,77.199997,79.300003,58.9105,72384000.0
2012/7/30,80.0,80.400002,78.800003,79.0,58.687634,37840000.0
2012/7/31,78.5,81.0,78.5,81.0,60.173405,67536000.0
2012/8/1,80.099998,80.5,79.400002,80.0,59.430519,35881000.0
2012/8/2,80.0,80.0,80.0,80.0,59.430519,0.0
2012/8/3,79.5,80.099998,79.199997,79.800003,59.281944,46567000.0
2012/8/6,80.900002,81.5,80.699997,80.900002,60.09911,58403000.0
2012/8/7,81.300003,81.400002,80.699997,81.400002,60.470551,40024000.0
2012/8/8,81.900002,81.900002,80.099998,80.5,59.801952,39881000.0
2012/8/9,81.300003,82.300003,81.300003,82.300003,61.139141,54211000.0
2012/8/10,82.300003,82.400002,81.199997,82.0,60.916275,29859000.0
2012/8/13,83.800003,83.800003,82.5,82.699997,61.436295,30234000.0
2012/8/14,83.0,83.800003,82.800003,83.199997,61.807739,33268000.0
2012/8/15,83.699997,83.699997,82.5,83.0,61.659161,27260000.0
2012/8/16,83.0,83.400002,82.5,82.900002,61.584881,27999000.0
2012/8/17,83.0,83.199997,82.0,82.0,60.916275,27049000.0
2012/8/20,82.699997,82.699997,81.900002,82.400002,61.213444,20997000.0
2012/8/21,82.699997,83.900002,82.699997,83.599998,62.1049,36814000.0
2012/8/22,83.099998,83.400002,81.900002,82.400002,61.213444,33548000.0
2012/8/23,82.400002,82.800003,82.199997,82.699997,61.436295,22336000.0
2012/8/24,82.300003,82.300003,81.699997,82.0,60.916275,25460000.0
2012/8/27,82.900002,83.5,82.400002,83.0,61.659161,25691000.0
2012/8/28,82.300003,83.400002,82.0,82.400002,61.213444,31760000.0
2012/8/29,82.599998,83.0,82.099998,82.699997,61.436295,18411000.0
2012/8/30,82.300003,83.199997,82.300003,82.699997,61.436295,45455000.0
2012/8/31,82.400002,83.300003,82.400002,83.300003,61.882019,13487000.0
2012/9/3,83.5,83.900002,82.800003,83.900002,62.327751,20728000.0
2012/9/4,84.0,84.0,83.5,84.0,62.402042,21632000.0
2012/9/5,83.0,83.300003,81.900002,82.0,60.916275,43274000.0
2012/9/6,82.800003,82.800003,81.0,81.099998,60.247684,25755000.0
2012/9/7,83.0,83.900002,82.800003,83.800003,62.253464,44441000.0
2012/9/10,83.300003,83.599998,83.199997,83.5,62.030605,16875000.0
2012/9/11,84.199997,84.699997,84.0,84.400002,62.699203,31566000.0
2012/9/12,84.5,84.900002,84.5,84.5,62.773483,37428000.0
2012/9/13,84.5,85.0,84.5,85.0,63.144913,29565000.0
2012/9/14,85.599998,86.5,85.5,86.5,64.259254,51715000.0
